port_code,ptent_yr,voyage_no,callsgn,vessel_name,vessel_type_name,vessel_nationality_code,vessel_nationality_name,mrn_no,bl_no,master_bl_no,io_se_code,io_se_name,facility_name,cargo_se_name,cargo_name_raw,dg_un_no,cargo_basis,package_type_name,unload_method_name,vol_ton_unit_name,vol_ton,weight_ton,vol_size,weight_size,bulk_vol_size,bulk_weight_size,container_count,pod_name,pol_name,ldud_port_name,last_dest_port_name,arrival_at_utc,customs_progress_status_name,source_system,source_table,collected_at_utc,quality_flag,is_synthetic
KRUSN,2026,040,3ECG6,SUN VENUS,석유제품운반선,KR,대한민국,MRN11814,BL000344,MBL25536,O,수출,SK2부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,35915.3,35915.3,,,39506.8,35915.3,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257817+00:00,OK,True
KRUSN,2026,078,3ECG6,SUN VENUS,석유제품운반선,KR,대한민국,MRN83187,BL000345,MBL22002,O,수출,SK5부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,8409.4,8409.4,,,9250.3,8409.4,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257840+00:00,OK,True
KRUSN,2026,181,3EDK5,PRINCESS AMBER,케미칼운반선,KR,대한민국,MRN75964,BL000346,MBL93313,I,수입,현대오일터미널 신항2부두,액체,메탄올,1230,PORT-MIS 실선종 기반,벌크,펌프,TON,9514.5,9514.5,,,10466.0,9514.5,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257865+00:00,OK,True
KRUSN,2026,044,3EDK5,PRINCESS AMBER,케미칼운반선,KR,대한민국,MRN90562,BL000347,MBL75461,O,수출,S-Oil 4부두,액체,스티렌 모노머(안정화),2055,PORT-MIS 실선종 기반,벌크,펌프,TON,9522.0,9522.0,,,10474.2,9522.0,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257888+00:00,OK,True
KRUSN,2026,109,3EDK5,PRINCESS AMBER,케미칼운반선,KR,대한민국,MRN79628,BL000348,MBL21182,I,수입,정일1부두,액체,크실렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,21792.0,21792.0,,,23971.2,21792.0,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257911+00:00,OK,True
KRUSN,2026,070,3EFS5,GINGA PUMA,석유제품운반선,KR,대한민국,MRN10496,BL000349,MBL81695,O,수출,S-Oil 2부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,20664.2,20664.2,,,22730.6,20664.2,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257945+00:00,OK,True
KRUSN,2026,092,3EGU7,에이스 하나,석유제품운반선,KR,대한민국,MRN79864,BL000350,MBL68240,I,수입,SK4부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,8356.0,8356.0,,,9191.6,8356.0,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257971+00:00,OK,True
KRUSN,2026,060,3EGU7,에이스 하나,석유제품운반선,KR,대한민국,MRN73371,BL000351,MBL50154,I,수입,가스부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,25664.0,25664.0,,,28230.4,25664.0,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.257994+00:00,OK,True
KRUSN,2026,078,3EKP7,SPRING EURO,케미칼운반선,KR,대한민국,MRN41290,BL000352,MBL84301,O,수출,정일2부두,액체,아크릴로니트릴(안정화),1093,PORT-MIS 실선종 기반,벌크,펌프,TON,9920.6,9920.6,,,10912.7,9920.6,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258038+00:00,OK,True
KRUSN,2026,050,3EKP7,SPRING EURO,케미칼운반선,KR,대한민국,MRN53283,BL000353,MBL40189,O,수출,OTK1부두,액체,크실렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,18836.1,18836.1,,,20719.7,18836.1,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258062+00:00,OK,True
KRUSN,2026,196,3EKP7,SPRING EURO,케미칼운반선,KR,대한민국,MRN20529,BL000354,MBL81727,I,수입,OTK2부두,액체,테트라하이드로푸란,2056,PORT-MIS 실선종 기반,벌크,펌프,TON,7837.4,7837.4,,,8621.1,7837.4,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258092+00:00,OK,True
KRUSN,2026,037,3EKY5,SM NAVIGATOR,석유제품운반선,KR,대한민국,MRN94361,BL000355,MBL13955,I,수입,SK2부두,액체,디젤 연료/경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,45985.0,45985.0,,,50583.5,45985.0,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258117+00:00,OK,True
KRUSN,2026,169,3EOE8,BUENA DIOSA,LPG운반선,KR,대한민국,MRN10896,BL000356,MBL96458,I,수입,SK5부두,액체,부탄,1011,PORT-MIS 실선종 기반,벌크,펌프,TON,9697.6,9697.6,,,10667.4,9697.6,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258143+00:00,OK,True
KRUSN,2026,036,3EOE8,BUENA DIOSA,LPG운반선,KR,대한민국,MRN18197,BL000357,MBL50257,I,수입,S-Oil 1부두,액체,프로페인,1978,PORT-MIS 실선종 기반,벌크,펌프,TON,4112.1,4112.1,,,4523.3,4112.1,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258166+00:00,OK,True
KRUSN,2026,144,3EOE8,BUENA DIOSA,LPG운반선,KR,대한민국,MRN46626,BL000358,MBL31675,O,수출,S-Oil 2부두,액체,프로페인,1978,PORT-MIS 실선종 기반,벌크,펌프,TON,12626.7,12626.7,,,13889.4,12626.7,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258189+00:00,OK,True
KRUSN,2026,137,3EPM8,PRINCESS TOPAZ,석유제품운반선,KR,대한민국,MRN57202,BL000359,MBL46182,O,수출,S-Oil 3부두,액체,디젤 연료/경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,49905.9,49905.9,,,54896.5,49905.9,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258214+00:00,OK,True
KRUSN,2026,061,3EPM8,PRINCESS TOPAZ,석유제품운반선,KR,대한민국,MRN87645,BL000360,MBL78816,O,수출,SK1부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,29472.3,29472.3,,,32419.5,29472.3,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258238+00:00,OK,True
KRUSN,2026,042,3EPT4,DM CONDOR,케미칼운반선,KR,대한민국,MRN72766,BL000361,MBL72289,O,수출,UTK부두,액체,벤젠,1114,PORT-MIS 실선종 기반,벌크,펌프,TON,27531.3,27531.3,,,30284.4,27531.3,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258262+00:00,OK,True
KRUSN,2026,097,3ESP5,YC CLOVER,케미칼운반선,KR,대한민국,MRN57560,BL000362,MBL50826,O,수출,대한유화부두,액체,"1,2-에폭시프로판(산화프로필렌)",1280,PORT-MIS 실선종 기반,벌크,펌프,TON,28329.5,28329.5,,,31162.5,28329.5,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258288+00:00,OK,True
KRUSN,2026,018,3ESP5,YC CLOVER,케미칼운반선,KR,대한민국,MRN92690,BL000363,MBL23737,I,수입,S-Oil 4부두,액체,스티렌 모노머(안정화),2055,PORT-MIS 실선종 기반,벌크,펌프,TON,47122.4,47122.4,,,51834.6,47122.4,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258330+00:00,OK,True
KRUSN,2026,150,3EST5,흥아 파이오니어호,석유제품운반선,KR,대한민국,MRN46660,BL000364,MBL33872,O,수출,SK2부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,20520.4,20520.4,,,22572.4,20520.4,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258354+00:00,OK,True
KRUSN,2026,067,3EST5,흥아 파이오니어호,석유제품운반선,KR,대한민국,MRN51279,BL000365,MBL29464,O,수출,SK3부두,액체,가솔린,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,2117.9,2117.9,,,2329.7,2117.9,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258378+00:00,OK,True
KRUSN,2026,183,3EVD9,EASTERN PHOENIX,케미칼운반선,KR,대한민국,MRN75633,BL000366,MBL58930,I,수입,정일1부두,액체,크실렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,28164.1,28164.1,,,30980.5,28164.1,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258402+00:00,OK,True
KRUSN,2026,029,3EVD9,EASTERN PHOENIX,케미칼운반선,KR,대한민국,MRN53382,BL000367,MBL72504,O,수출,정일2부두,액체,스티렌 모노머(안정화),2055,PORT-MIS 실선종 기반,벌크,펌프,TON,44538.0,44538.0,,,48991.8,44538.0,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258425+00:00,OK,True
KRUSN,2026,102,3EVI5,JOY CHEMIST,석유제품운반선,KR,대한민국,MRN87883,BL000368,MBL52171,I,수입,SK4부두,액체,디젤 연료/경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,37462.6,37462.6,,,41208.9,37462.6,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258453+00:00,OK,True
KRUSN,2026,142,3EVI5,JOY CHEMIST,석유제품운반선,KR,대한민국,MRN93236,BL000369,MBL48982,I,수입,SK5부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,12315.5,12315.5,,,13547.1,12315.5,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258477+00:00,OK,True
KRUSN,2026,004,3EWB2,C. ETERNITY,원유운반선,KR,대한민국,MRN38556,BL000370,MBL21402,I,수입,OTK1부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,46845.7,46845.7,,,51530.3,46845.7,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258505+00:00,OK,True
KRUSN,2026,109,3EWB2,C. ETERNITY,원유운반선,KR,대한민국,MRN17449,BL000371,MBL70331,I,수입,OTK2부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,45764.8,45764.8,,,50341.3,45764.8,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258530+00:00,OK,True
KRUSN,2026,063,3EWO9,LADY ROSALIA,LPG운반선,KR,대한민국,MRN92539,BL000372,MBL49377,O,수출,SK6부두,액체,프로페인,1978,PORT-MIS 실선종 기반,벌크,펌프,TON,6191.8,6191.8,,,6811.0,6191.8,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258554+00:00,OK,True
KRUSN,2026,142,3EXG6,실버 스콜피오,케미칼운반선,KR,대한민국,MRN80546,BL000373,MBL70797,O,수출,UTK부두,액체,스티렌 모노머(안정화),2055,PORT-MIS 실선종 기반,벌크,펌프,TON,27935.7,27935.7,,,30729.3,27935.7,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258578+00:00,OK,True
KRUSN,2026,122,3EXO6,골든 하치,케미칼운반선,KR,대한민국,MRN48785,BL000374,MBL28393,I,수입,UTT부두,액체,"1,2-에폭시프로판(산화프로필렌)",1280,PORT-MIS 실선종 기반,벌크,펌프,TON,1213.2,1213.2,,,1334.5,1213.2,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258602+00:00,OK,True
KRUSN,2026,099,3EXO6,골든 하치,케미칼운반선,KR,대한민국,MRN92726,BL000375,MBL56692,O,수출,S-Oil 4부두,액체,크실렌,1307,PORT-MIS 실선종 기반,벌크,펌프,TON,20898.3,20898.3,,,22988.1,20898.3,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258625+00:00,OK,True
KRUSN,2026,078,3EYW4,C. MIGHTY,원유운반선,KR,대한민국,MRN75732,BL000376,MBL16815,O,수출,효성부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,19497.4,19497.4,,,21447.1,19497.4,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258651+00:00,OK,True
KRUSN,2026,179,3EYW4,C. MIGHTY,원유운반선,KR,대한민국,MRN83687,BL000377,MBL85851,I,수입,대한유화부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,45164.5,45164.5,,,49681.0,45164.5,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258696+00:00,OK,True
KRUSN,2026,120,3EZZ6,DUKE CHEMIST,석유제품운반선,KR,대한민국,MRN58483,BL000378,MBL15664,O,수출,SK7부두,액체,디젤 연료/경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,8566.2,8566.2,,,9422.8,8566.2,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258721+00:00,OK,True
KRUSN,2026,112,3EZZ6,DUKE CHEMIST,석유제품운반선,KR,대한민국,MRN97675,BL000379,MBL55970,I,수입,SK8부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,41651.9,41651.9,,,45817.1,41651.9,,울산,여수,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258744+00:00,OK,True
KRUSN,2026,158,3FBF6,ANGEL BLUE,석유제품운반선,KR,대한민국,MRN28197,BL000380,MBL57655,O,수출,가스부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,33018.1,33018.1,,,36319.9,33018.1,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258769+00:00,OK,True
KRUSN,2026,021,3FBF6,ANGEL BLUE,석유제품운반선,KR,대한민국,MRN26254,BL000381,MBL99399,O,수출,현대오일터미널 신항1부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,45848.6,45848.6,,,50433.5,45848.6,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258792+00:00,OK,True
KRUSN,2026,096,3FBF6,ANGEL BLUE,석유제품운반선,KR,대한민국,MRN14030,BL000382,MBL84114,O,수출,SK5부두,액체,디젤 연료/경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,5760.7,5760.7,,,6336.8,5760.7,,SINGAPORE,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258834+00:00,OK,True
KRUSN,2026,015,3FBN7,SILVER ARIES,석유제품운반선,KR,대한민국,MRN30803,BL000383,MBL96779,O,수출,SK2부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,1800.1,1800.1,,,1980.1,1800.1,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258858+00:00,OK,True
KRUSN,2026,155,3FBN7,SILVER ARIES,석유제품운반선,KR,대한민국,MRN78645,BL000384,MBL96020,O,수출,S-Oil 2부두,액체,가솔린,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,48125.4,48125.4,,,52937.9,48125.4,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258882+00:00,OK,True
KRUSN,2026,028,3FBS2,BLACK DRAGON,석유제품운반선,KR,대한민국,MRN35551,BL000385,MBL78759,I,수입,SK4부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,17590.2,17590.2,,,19349.2,17590.2,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258905+00:00,OK,True
KRUSN,2026,143,3FBS2,BLACK DRAGON,석유제품운반선,KR,대한민국,MRN33064,BL000386,MBL44169,I,수입,가스부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,33230.8,33230.8,,,36553.9,33230.8,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258928+00:00,OK,True
KRUSN,2026,029,3FBS2,BLACK DRAGON,석유제품운반선,KR,대한민국,MRN48995,BL000387,MBL82505,O,수출,SK5부두,액체,가솔린,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,49589.7,49589.7,,,54548.7,49589.7,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258951+00:00,OK,True
KRUSN,2026,185,3FEE,C. PRIMACY,원유운반선,KR,대한민국,MRN25552,BL000388,MBL45904,I,수입,용잠1부두,액체,원유,1267,PORT-MIS 실선종 기반,벌크,펌프,TON,19969.1,19969.1,,,21966.0,19969.1,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.258978+00:00,OK,True
KRUSN,2026,026,3FEG8,CRANE SPICA,석유제품운반선,KR,대한민국,MRN26763,BL000389,MBL71647,O,수출,S-Oil 1부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,29475.7,29475.7,,,32423.3,29475.7,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259021+00:00,OK,True
KRUSN,2026,079,3FEG8,CRANE SPICA,석유제품운반선,KR,대한민국,MRN66801,BL000390,MBL72212,O,수출,S-Oil 3부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,45935.4,45935.4,,,50528.9,45935.4,,ONSAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259062+00:00,OK,True
KRUSN,2026,183,3FEK7,설퍼 브레이브,케미칼운반선,KR,대한민국,MRN37538,BL000391,MBL83314,I,수입,용잠2부두,액체,아크릴로니트릴(안정화),1093,PORT-MIS 실선종 기반,벌크,펌프,TON,42846.3,42846.3,,,47130.9,42846.3,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259086+00:00,OK,True
KRUSN,2026,142,3FEK7,설퍼 브레이브,케미칼운반선,KR,대한민국,MRN90957,BL000392,MBL74372,O,수출,현대오일터미널 신항2부두,액체,톨루엔,1294,PORT-MIS 실선종 기반,벌크,펌프,TON,20146.9,20146.9,,,22161.6,20146.9,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259145+00:00,OK,True
KRUSN,2026,059,3FEK7,설퍼 브레이브,케미칼운반선,KR,대한민국,MRN87592,BL000393,MBL86739,I,수입,S-Oil 4부두,액체,아크릴로니트릴(안정화),1093,PORT-MIS 실선종 기반,벌크,펌프,TON,37367.3,37367.3,,,41104.0,37367.3,,울산,휴스턴,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259169+00:00,OK,True
KRUSN,2026,084,3FFU8,CRANE MIMOSA,석유제품운반선,KR,대한민국,MRN59428,BL000394,MBL95095,O,수출,SK1부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,24228.0,24228.0,,,26650.8,24228.0,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259194+00:00,OK,True
KRUSN,2026,136,3FHO2,E CHEMIST,석유제품운반선,KR,대한민국,MRN57089,BL000395,MBL47217,O,수출,SK2부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,2450.8,2450.8,,,2695.9,2450.8,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259218+00:00,OK,True
KRUSN,2026,197,3FHO2,E CHEMIST,석유제품운반선,KR,대한민국,MRN44359,BL000396,MBL82209,O,수출,SK5부두,액체,케로신,1223,PORT-MIS 실선종 기반,벌크,펌프,TON,10742.2,10742.2,,,11816.4,10742.2,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259241+00:00,OK,True
KRUSN,2026,081,3FHO2,E CHEMIST,석유제품운반선,KR,대한민국,MRN98150,BL000397,MBL78498,I,수입,S-Oil 2부두,액체,디젤 연료/경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,15070.5,15070.5,,,16577.6,15070.5,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259265+00:00,OK,True
KRUSN,2026,112,3FHW3,NURI CHEMIST,석유제품운반선,KR,대한민국,MRN65133,BL000398,MBL70098,I,수입,SK4부두,액체,가솔린,1203,PORT-MIS 실선종 기반,벌크,펌프,TON,1867.7,1867.7,,,2054.5,1867.7,,울산,DALIAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259289+00:00,OK,True
KRUSN,2026,053,3FIG4,WINNING ROAD,LPG운반선,KR,대한민국,MRN92325,BL000399,MBL71631,O,수출,가스부두,액체,부탄,1011,PORT-MIS 실선종 기반,벌크,펌프,TON,13196.7,13196.7,,,14516.4,13196.7,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259315+00:00,OK,True
KRUSN,2026,143,3FJI6,CHEMROAD SIRIUS,석유제품운반선,KR,대한민국,MRN17799,BL000400,MBL84170,O,수출,SK2부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,1787.3,1787.3,,,1966.0,1787.3,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259339+00:00,OK,True
KRUSN,2026,056,3FJI6,CHEMROAD SIRIUS,석유제품운반선,KR,대한민국,MRN78079,BL000401,MBL11580,O,수출,SK5부두,액체,디젤 연료/경유,1202,PORT-MIS 실선종 기반,벌크,펌프,TON,43933.5,43933.5,,,48326.9,43933.5,,휴스턴,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259363+00:00,OK,True
KRUSN,2026,069,3FJT4,SILVER LEO,케미칼운반선,KR,대한민국,MRN95727,BL000402,MBL33143,I,수입,정일1부두,액체,테트라하이드로푸란,2056,PORT-MIS 실선종 기반,벌크,펌프,TON,37171.5,37171.5,,,40888.7,37171.5,,울산,ONSAN,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259390+00:00,OK,True
KRUSN,2026,106,3FLI8,BLUE KINGDOM,석유제품운반선,KR,대한민국,MRN18694,BL000403,MBL93019,O,수출,S-Oil 1부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,4274.1,4274.1,,,4701.5,4274.1,,DALIAN,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259414+00:00,OK,True
KRUSN,2026,121,3FLI8,BLUE KINGDOM,석유제품운반선,KR,대한민국,MRN57193,BL000404,MBL77267,I,수입,S-Oil 2부두,액체,석유증류물(기타),1268,PORT-MIS 실선종 기반,벌크,펌프,TON,40476.8,40476.8,,,44524.5,40476.8,,울산,SINGAPORE,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259437+00:00,OK,True
KRUSN,2026,084,3FLT5,MUSANAH,LPG운반선,KR,대한민국,MRN62485,BL000405,MBL85744,O,수출,S-Oil 3부두,액체,프로페인,1978,PORT-MIS 실선종 기반,벌크,펌프,TON,8484.8,8484.8,,,9333.3,8484.8,,여수,울산,,,2026-07-27 00:00:00+00:00,반입,UPA_SYNTHETIC,IntgCagInfo(SYNTHETIC),2026-09-18T00:35:04.259461+00:00,OK,True
